dataset,lib,fmt,n_trees,batch,bytes,t_numpy_s,t_import_s,t_load_s,t_first_pred_s,t_steady_p50_s,t_steady_p95_s,ttfp,import_share,n_obs
calif,lgb,onnx,500,32,1149338.0,0.078769244,0.041947346,0.035063268,0.001154658,0.0006327570000000001,0.0008340870000000001,202.44525299999998,20.90516041325185,5
calif,lgb,onnx,500,1024,1149338.0,0.087907148,0.045009565,0.036496249,0.017206515000000002,0.016613586,0.019755963,230.37474600000002,19.537542973568815,5
calif,lgb,onnx,2000,1,4630840.0,0.07358718900000001,0.040712908000000006,0.137931417,0.000908252,0.000117231,0.000157885,296.743957,13.728007947268834,5
calif,lgb,onnx,2000,32,4630840.0,0.074930261,0.041032940000000004,0.132977766,0.002947154,0.0020823910000000003,0.002296406,298.309346,13.755164077226063,5
calif,lgb,onnx,2000,1024,4630840.0,0.07445873900000001,0.041439051000000005,0.13079675500000001,0.056408113,0.07710352100000001,0.08360883100000001,347.904147,11.841311059835554,5
calif,lgb,pickle,100,1,288782.0,0.07333249500000001,1.981532191,0.0030551690000000004,0.0037056130000000004,0.0009149620000000001,0.000997868,2106.73701,94.05693171925623,5
calif,lgb,pickle,100,32,288782.0,0.073999274,1.9515362020000002,0.002958469,0.0037887840000000003,0.001079034,0.002255908,2074.6601800000003,94.05859253381622,5
calif,lgb,pickle,100,1024,288782.0,0.072393829,1.9871860410000002,0.0031040290000000003,0.008776408000000001,0.006118051,0.015152526000000001,2158.9857750000006,93.90327563099129,5
calif,lgb,pickle,500,1,1424984.0,0.085242885,1.953241232,0.014471523000000002,0.0034486050000000004,0.0009939430000000002,0.001299549,2097.929839,92.9170552673734,5
calif,lgb,pickle,500,32,1424984.0,0.079398958,1.965548072,0.014505176000000002,0.004239439,0.0016242390000000002,0.0018743030000000001,2104.518735,93.39655852481637,5
calif,lgb,pickle,500,1024,1424984.0,0.072841326,1.943611941,0.014497921,0.024697718,0.022610999,0.043739221,2100.080305,92.60782027760061,5
calif,lgb,pickle,2000,1,5744699.0,0.082483495,1.975998916,0.064888756,0.004367319000000001,0.001196779,0.001333841,2189.27683,91.06150785595733,5
calif,lgb,pickle,2000,32,5744699.0,0.076193671,1.962187743,0.059303738,0.008231185,0.005540897,0.01083319,2145.953416,91.48708797519821,5
calif,lgb,pickle,2000,1024,5744699.0,0.085859083,2.043206052,0.059929233000000005,0.13996419100000002,0.142292883,0.28899936600000004,2405.5350200000003,85.83682990303326,5
calif,xgb,joblib,100,1,473287.0,0.076599023,1.094055934,0.005074217000000001,0.001386985,0.000361497,0.00049514,1217.8060850000002,89.56952908931942,5
calif,xgb,joblib,100,32,473287.0,0.086764564,1.101274778,0.006900865000000001,0.001772055,0.0005222170000000001,0.000650182,1230.2842380000002,89.5138492378214,5
calif,xgb,joblib,100,1024,473287.0,0.07981948600000001,1.085004372,0.005095438000000001,0.0036288320000000002,0.002526958,0.0031052270000000003,1217.219576,89.13793315463407,5
calif,xgb,joblib,500,1,2260653.0,0.072829219,1.078947144,0.021703822,0.00198567,0.000458048,0.000618681,1242.131231,88.46386529998387,5
calif,xgb,joblib,500,32,2260653.0,0.091412323,1.081636988,0.021538025000000002,0.002704269,0.0011035110000000002,0.0013619040000000002,1232.2421379999998,88.404530667625,5
calif,xgb,joblib,500,1024,2260653.0,0.075625308,1.069083076,0.021250774,0.013495153000000001,0.011937459000000001,0.01604979,1226.6907600000002,87.57066584102621,5
calif,xgb,joblib,2000,1,8981631.0,0.074951049,1.079608831,0.088483742,0.0032645710000000004,0.0008336950000000001,0.000973132,1294.6142810000001,83.86030529806669,5
calif,xgb,joblib,2000,32,8981631.0,0.085978407,1.088656795,0.07888315500000001,0.006727703000000001,0.0035508960000000004,0.005721032,1289.141372,84.16509385600978,5
calif,xgb,joblib,2000,1024,8981631.0,0.07927646,1.10325925,0.08041205500000001,0.07375748,0.05345885,0.09924031100000001,1362.440331,81.35377120233285,5
calif,xgb,native,100,1,463064.0,0.08824368,1.170558586,0.003652151,0.001498296,0.00026572,0.000459157,1321.853976,90.04871283670556,5
calif,xgb,native,100,32,463064.0,0.077134219,1.079414847,0.0036503760000000003,0.00164031,0.00037662400000000005,0.000471888,1207.329767,89.48668356678529,5
calif,xgb,native,100,1024,463064.0,0.07632155800000001,1.07879282,0.003589894,0.0036808920000000003,0.002441822,0.002994011,1206.1404330000003,89.66843354188913,5
calif,xgb,native,500,1,2250429.0,0.08613031,1.135709954,0.021715671000000002,0.003784332,0.000521886,0.0005934330000000001,1312.264576,87.97112128132906,5
calif,xgb,native,500,32,2250429.0,0.07980168600000001,1.076277635,0.015294224,0.00378059,0.0009770710000000001,0.001099512,1223.8611779999999,88.26475657950245,5
calif,xgb,native,500,1024,2250429.0,0.073978346,1.0885408380000001,0.015435266000000001,0.01451502,0.011774631,0.014660115000000001,1251.105502,88.01285199912101,5
calif,xgb,native,2000,1,8971406.0,0.075067758,1.076037556,0.057775651000000004,0.009692721000000001,0.0007435030000000001,0.00086533,1266.114089,85.21053113405486,5
calif,xgb,native,2000,32,8971406.0,0.074921018,1.126100768,0.06861623900000001,0.014032844000000001,0.004203622000000001,0.006448738000000001,1314.3862509999997,85.06523147914234,5
calif,xgb,native,2000,1024,8971406.0,0.073157488,1.096528124,0.059305594,0.06097845600000001,0.058472057,0.10258425800000001,1340.4097120000001,82.03791636828561,5
calif,xgb,onnx,100,1,362333.0,0.07398945900000001,0.043750254,0.014141036000000001,0.00045271700000000005,1.0053e-05,1.6970000000000002e-05,176.891345,24.42074937803812,5
calif,xgb,onnx,100,32,362333.0,0.07539638600000001,0.040975024000000006,0.014390444,0.0006062460000000001,0.00013249100000000002,0.00017555,176.609853,23.35894247009098,5
calif,xgb,onnx,100,1024,362333.0,0.10571089800000001,0.059057791000000005,0.021179264,0.005366158,0.004798795000000001,0.005346859000000001,236.019686,23.09886081630406,5
calif,xgb,onnx,500,1,1815293.0,0.109330942,0.061973824000000004,0.09202932200000001,0.0009124840000000001,3.7208e-05,5.5674e-05,311.87441300000006,19.678437328086268,5
calif,xgb,onnx,500,32,1815293.0,0.114801362,0.062664367,0.09288528900000001,0.0016413320000000001,0.00082458,0.00092823,314.64637300000004,19.915807832941393,5
calif,xgb,onnx,500,1024,1815293.0,0.07669711400000001,0.041141276000000004,0.060352144,0.017267596,0.016715308,0.019879907000000002,239.518021,17.166889551585868,5
calif,xgb,onnx,2000,1,7298875.0,0.074006896,0.043599622000000005,0.230452802,0.001077648,0.00020828,0.000247869,405.085582,11.162700130642616,5
calif,xgb,onnx,2000,32,7298875.0,0.075329134,0.041094533,0.228770518,0.003347889,0.002400629,0.00262252,401.96411800000004,10.247218532669487,5
calif,xgb,onnx,2000,1024,7298875.0,0.07729432500000001,0.044608337000000005,0.24074218,0.06677930500000001,0.068295666,0.090368576,471.000452,9.453096308819832,5
calif,xgb,pickle,100,1,473262.0,0.075140949,1.073625411,0.004544904000000001,0.001455218,0.000339679,0.00045738600000000006,1207.8104130000002,89.52916403479684,5
calif,xgb,pickle,100,32,473262.0,0.077359784,1.215155539,0.004530066,0.001667817,0.00048170600000000004,0.000743075,1344.6818360000002,90.04477733285191,5
calif,xgb,pickle,100,1024,473262.0,0.07283433,1.078072644,0.004592537000000001,0.0035528910000000003,0.002545587,0.0028639890000000004,1204.974157,89.63515114194026,5
calif,xgb,pickle,500,1,2260628.0,0.077051743,1.08806716,0.018355494,0.001879369,0.000460781,0.000555632,1232.2169459999998,88.74731844435074,5
calif,xgb,pickle,500,32,2260628.0,0.081228849,1.088603483,0.022866586,0.0037890410000000004,0.001076114,0.001662929,1232.83612,88.30074535778526,5
calif,xgb,pickle,500,1024,2260628.0,0.075029197,1.0765234750000001,0.019239937000000002,0.013342442000000001,0.011941683000000002,0.015144453,1227.789201,87.67982925108005,5
calif,xgb,pickle,2000,1,8981606.0,0.092155156,1.109765195,0.074182517,0.003267593,0.0008824460000000001,0.001311272,1323.0083330000002,84.4972553307093,5
calif,xgb,pickle,2000,32,8981606.0,0.075880379,1.086908524,0.091849212,0.006673588,0.0037900390000000003,0.0058501280000000004,1292.122312,84.51824428702785,5
calif,xgb,pickle,2000,1024,8981606.0,0.07360659500000001,1.086925087,0.07844841400000001,0.062185674,0.051523515000000006,0.09568243300000001,1344.9210389999998,81.22134726597638,5
covtype,cat,joblib,100,1,429257.0,0.072753602,1.63464491,0.0015373930000000002,0.003876973,0.00048263200000000004,0.000538567,1758.9621329999998,92.93235364948019,5
covtype,cat,joblib,100,32,429257.0,0.08111735,1.571198858,0.001505292,0.004822023,0.000610204,0.000690459,1706.783532,92.40983729241782,5
covtype,cat,joblib,100,1024,429257.0,0.07423919,1.599960041,0.001683096,0.010510989,0.002656032,0.0045292330000000006,1728.6867430000002,92.54481085473444,5
covtype,cat,joblib,500,1,2106962.0,0.07751337700000001,1.785055983,0.0032925690000000004,0.0041120720000000005,0.000520824,0.000585105,1911.890674,93.33331293432306,5
covtype,cat,joblib,500,32,2106962.0,0.07796349300000001,1.5922265210000002,0.003319049,0.005211574,0.0007959130000000001,0.00086931,1720.9668270000002,92.4713927596519,5
covtype,cat,joblib,500,1024,2106962.0,0.07664256200000001,1.644222853,0.0033427730000000003,0.008905915,0.004994194,0.0064148700000000005,1776.781161,92.5394127926596,5
covtype,cat,native,100,1,427928.0,0.09041023000000001,1.69476932,0.002482873,0.0036120980000000002,0.00038225300000000004,0.00044019,1846.1478990000003,92.53071623381491,5
covtype,cat,native,100,32,427928.0,0.076170073,1.619869618,0.002013005,0.004799244,0.00049651,0.000927018,1744.5010379999999,92.85575546903173,5
covtype,cat,native,100,1024,427928.0,0.07365384500000001,1.575185473,0.001892603,0.00599209,0.001951807,0.002518036,1720.76174,92.6443934186765,5
covtype,cat,native,500,1,2105632.0,0.07562351,1.5934872599999998,0.005060691,0.0037581999999999997,0.00040671900000000005,0.000462121,1723.9684609999997,92.43134639920771,5
covtype,cat,native,500,32,2105632.0,0.09523650700000001,1.5729178350000002,0.004709494000000001,0.005049821,0.0006644110000000001,0.0007679220000000001,1721.3208020000004,92.23176807906033,5
covtype,cat,native,500,1024,2105632.0,0.07581425600000001,1.612201411,0.004575241,0.008186273,0.004043379000000001,0.006596865,1744.41213,92.42090118921611,5
covtype,cat,onnx,100,1,890411.0,0.108732017,0.059907257000000005,0.037289487,0.000726232,2.5784000000000003e-05,4.0035000000000005e-05,249.98909,23.68125198428801,5
covtype,cat,onnx,100,32,890411.0,0.08625904,0.042702466,0.024036201,0.000896713,0.00025608200000000003,0.00033367,196.871931,22.467338321714905,5
covtype,cat,onnx,100,1024,890411.0,0.07604883300000001,0.041338331000000006,0.023271103,0.008735313,0.007567113,0.009069864,192.582181,21.54455951797694,5
covtype,cat,onnx,500,1,4637652.0,0.07378559300000001,0.041755689000000006,0.111567414,0.000830175,5.7385e-05,7.995200000000001e-05,271.994027,15.221188294697367,5
covtype,cat,onnx,500,32,4637652.0,0.112564807,0.059232484,0.152365258,0.002959155,0.001762422,0.0020033990000000003,380.695897,16.204174032216816,5
covtype,cat,onnx,500,1024,4637652.0,0.078487049,0.044066855,0.102992208,0.041196632000000004,0.034389137,0.052519811000000007,307.29514700000004,14.278115869907992,5
covtype,cat,pickle,100,1,429257.0,0.075962983,1.6279879240000001,0.001396305,0.004552777,0.000524603,0.0006170240000000001,1752.317844,92.92926507239838,5
covtype,cat,pickle,100,32,429257.0,0.07437371,1.58876828,0.001180677,0.005085905,0.000618605,0.000759553,1710.617181,92.72753922170399,5
covtype,cat,pickle,100,1024,429257.0,0.074118267,1.5659957480000002,0.001094719,0.006701417,0.002579871,0.0030504570000000003,1729.768175,92.62447987887316,5
covtype,cat,pickle,500,1,2106962.0,0.078794789,1.654854695,0.00572196,0.00480996,0.000568682,0.0006761260000000001,1786.581942,92.5305685867572,5
covtype,cat,pickle,500,32,2106962.0,0.07500951900000001,1.616957335,0.002805525,0.005394121,0.00079842,0.001040223,1743.1785309999998,92.7591354668881,5
covtype,cat,pickle,500,1024,2106962.0,0.079657209,1.6181043540000002,0.002745032,0.008785423,0.004818817,0.006076654000000001,1747.8539290000003,92.52356519631171,5
covtype,lgb,joblib,100,1,2398912.0,0.07520873,1.957159633,0.024044817000000003,0.004428226,0.001421806,0.003518798,2104.0178349999996,93.08680432791851,5
covtype,lgb,joblib,100,32,2398912.0,0.074117818,1.966241211,0.023506025,0.005368767,0.002646129,0.006508978,2117.806839,93.06551637985892,5
covtype,lgb,joblib,100,1024,2398912.0,0.09579986,1.954852186,0.023196989,0.03501162,0.033840544,0.050293332,2147.3825309999997,91.77803072177804,5
covtype,lgb,joblib,500,1,11324032.0,0.086514009,1.9846580870000001,0.13047548,0.004925303000000001,0.0017935350000000002,0.002794258,2227.5601460000003,88.96879126703017,5
covtype,lgb,joblib,500,32,11324032.0,0.075143359,1.9693740110000002,0.114743284,0.01213901,0.009153537,0.013325094000000001,2214.7392230000005,88.92125946694355,5
covtype,lgb,joblib,500,1024,11324032.0,0.076578792,2.075328263,0.117674105,0.253715632,0.24832262200000002,0.493065366,2623.4990769999995,79.97494216191772,5
covtype,lgb,native,100,1,2396673.0,0.07428145400000001,1.9515003340000001,0.045036402,0.0006605,0.000156798,0.00018787800000000002,2119.7700130000003,92.71735623452966,5
covtype,lgb,native,100,32,2396673.0,0.07520826900000001,1.940009163,0.032047494,0.002107454,0.0015399880000000002,0.0017144410000000001,2102.475147,92.69365179130085,5
covtype,lgb,native,100,1024,2396673.0,0.076031685,1.934745327,0.032332854,0.048898629000000006,0.050374847,0.070617711,2136.874891,90.57406867840136,5
covtype,lgb,native,500,1,11321795.0,0.08000579000000001,1.999346003,0.124715791,0.0012227050000000001,0.000479456,0.000561664,2231.9815670000003,88.68822048758578,5
covtype,lgb,native,500,32,11321795.0,0.079492615,1.9671059260000001,0.11742830300000001,0.014534023,0.013120367,0.014747653000000001,2217.109341,88.72390231835664,5
covtype,lgb,native,500,1024,11321795.0,0.074757372,2.063393022,0.11298658600000001,0.44027831300000003,0.419427253,0.50877656,2772.228039,75.18923765727095,5
covtype,lgb,onnx,100,1,1613780.0,0.07434581800000001,0.041250829,0.051791613,0.000648386,3.9495e-05,5.7368000000000004e-05,213.31245,19.31916553921534,5
covtype,lgb,onnx,100,32,1613780.0,0.07593588,0.041200608,0.051683022,0.0017659230000000002,0.0010780660000000001,0.001162842,219.024102,19.21449415582529,5
covtype,lgb,onnx,100,1024,1613780.0,0.073708719,0.040893495,0.050730716,0.029676496,0.029234558,0.036751971,243.249502,17.196938143526683,5
covtype,lgb,onnx,500,1,7532626.0,0.075282843,0.041674755,0.25717254,0.0014383660000000002,0.000361782,0.00042687400000000005,422.27999400000004,9.90383011915341,5
covtype,lgb,onnx,500,32,7532626.0,0.07351987900000001,0.041588089,0.24631612500000002,0.00620775,0.005402569,0.00676142,413.58913,10.179397620822275,5
covtype,lgb,onnx,500,1024,7532626.0,0.074100238,0.045410993000000004,0.25280231200000003,0.148470299,0.149575719,0.238364806,559.991516,7.657120862093018,5
covtype,lgb,pickle,100,1,2398713.0,0.075512995,1.979093624,0.030615377000000003,0.004894077,0.001383136,0.0018274440000000001,2125.6781509999996,92.87323457050233,5
covtype,lgb,pickle,100,32,2398713.0,0.074601498,1.99038547,0.02285222,0.0051468090000000005,0.0023428010000000003,0.0025937670000000003,2136.003648,93.17262065387966,5
covtype,lgb,pickle,100,1024,2398713.0,0.075440702,1.9717167510000002,0.022746158000000002,0.035219243000000004,0.033048709,0.058904466,2147.144255,91.82972901837003,5
covtype,lgb,pickle,500,1,11323837.0,0.079431006,2.028312821,0.11405498300000001,0.0048486630000000005,0.001742599,0.003022513,2270.4910160000004,89.28203703826789,5
covtype,lgb,pickle,500,32,11323837.0,0.09203027200000001,2.076645957,0.131600246,0.01328737,0.009628187,0.014600217,2416.6152650000004,88.19669185450155,5
covtype,lgb,pickle,500,1024,11323837.0,0.08061385,1.970537033,0.115271513,0.247046653,0.251876727,0.489464669,2459.2631220000003,80.12713301687936,5
covtype,xgb,joblib,100,1,1776909.0,0.073270956,1.067171862,0.019771005,0.0020617020000000003,0.000532074,0.0006423840000000001,1205.4535879999999,88.48660508098138,5
covtype,xgb,joblib,100,32,1776909.0,0.08198912200000001,1.102099177,0.020166264,0.002887555,0.001286363,0.001972039,1245.3259309999999,88.49885395986345,5
covtype,xgb,joblib,100,1024,1776909.0,0.074682195,1.066950019,0.019597779000000003,0.017237649,0.015944975,0.018839449,1221.2228650000002,87.28414250949098,5
covtype,xgb,joblib,500,1,8944283.0,0.075336783,1.057269561,0.112835266,0.003888162,0.0011586790000000001,0.00161178,1385.7743280000002,82.82114440839528,5
covtype,xgb,joblib,500,32,8944283.0,0.07400696300000001,1.072347097,0.10172238400000001,0.008348552,0.005145075000000001,0.0077237880000000005,1302.7458279999998,82.13770930043857,5
covtype,xgb,joblib,500,1024,8944283.0,0.075657925,1.0868170639999999,0.09897317500000001,0.083035231,0.083770575,0.156686828,1402.791734,77.64738692960195,5
covtype,xgb,native,100,1,1766564.0,0.092595121,1.082263231,0.024776339,0.001996428,0.000411547,0.000541605,1275.0256439999998,88.93278796473524,5
covtype,xgb,native,100,32,1766564.0,0.07490142300000001,1.061019215,0.016744397,0.0027892470000000003,0.001108244,0.001230868,1202.6220309999999,88.40137513448934,5
covtype,xgb,native,100,1024,1766564.0,0.07802289100000001,1.069964223,0.016004153,0.017005376000000003,0.015696447000000002,0.019616085000000002,1225.3624779999998,87.3181807187669,5
covtype,xgb,native,500,1,8933936.0,0.07774734,1.102409079,0.07917819200000001,0.015320636,0.001128892,0.001641162,1328.9516730000003,82.95328576632144,5
covtype,xgb,native,500,32,8933936.0,0.077155865,1.072017914,0.079776258,0.019806377,0.005851719,0.007444635000000001,1294.698657,82.94033886727905,5
covtype,xgb,native,500,1024,8933936.0,0.075562927,1.072819096,0.075913702,0.100908225,0.088397482,0.15685469900000001,1369.005421,78.32341103085211,5
covtype,xgb,onnx,100,1,1236255.0,0.105070722,0.057806655000000005,0.059549636,0.000764157,5.6269000000000006e-05,7.7185e-05,272.40401700000007,21.751105933016582,5
covtype,xgb,onnx,100,32,1236255.0,0.07540121,0.040423692000000004,0.039564142000000004,0.0014137940000000001,0.000809012,0.000891898,202.933842,20.392846490254332,5
covtype,xgb,onnx,100,1024,1236255.0,0.07949871800000001,0.041247424000000005,0.03970116,0.025705584,0.024811117,0.03003907,229.74589600000002,18.24603738666507,5
covtype,xgb,onnx,500,1,6337442.0,0.10892335500000001,0.06034346300000001,0.355350836,0.0017538080000000001,0.00043694800000000005,0.000496239,568.0060450000001,10.787940919666388,5
covtype,xgb,onnx,500,32,6337442.0,0.07347399,0.040555506000000005,0.23067779900000002,0.005753475,0.004958649000000001,0.005250112,394.438783,10.324708236969313,5
covtype,xgb,onnx,500,1024,6337442.0,0.074502708,0.044952019,0.22043574700000002,0.14359370300000002,0.146353788,0.22105138700000002,526.5774300000002,8.536639901182241,5
covtype,xgb,pickle,100,1,1776884.0,0.07778726600000001,1.105320051,0.026733148,0.0027091930000000004,0.000584469,0.0008900550000000001,1290.055325,88.54624537262701,5
covtype,xgb,pickle,100,32,1776884.0,0.07760892300000001,1.086842019,0.018066385,0.002915593,0.001287949,0.0019470470000000001,1230.77372,88.32721313758279,5
covtype,xgb,pickle,100,1024,1776884.0,0.07453696500000001,1.074023083,0.018492748,0.022822947000000003,0.016016537,0.029319735000000003,1233.5581329999998,87.32113543434187,5
covtype,xgb,pickle,500,1,8944258.0,0.07724805200000001,1.052349274,0.099841816,0.0039606350000000005,0.0011815530000000001,0.0017448960000000001,1269.460233,82.8851987836672,5
covtype,xgb,pickle,500,32,8944258.0,0.074151983,1.052352209,0.09530712200000001,0.008177534,0.005279605000000001,0.006879354000000001,1277.3548249999997,82.64562251551155,5
covtype,xgb,pickle,500,1024,8944258.0,0.073919205,1.051297874,0.096110469,0.09885732300000001,0.084293438,0.15488554300000001,1358.5822630000002,77.3819813957044,5
